ID,LICENSE ID,LEGAL_NAME,DOING_BUSINESS_AS_NAME,ADDRESS,CITY,STATE,ZIP CODE
2385448-20190316,2645449,"PALETERIA CARRUCEL,INC.",PALETERIA CARRUCEL,6317 W GRAND AVE,CHICAGO,IL,60639
2536224-20181030,2536224,EL BUENO INCORPORATED,EL BUENO TACOS,2300 S THROOP ST,CHICAGO,IL,60608
2252765-20160816,2472803,"LA AZTECA PALETERIA, INC.",LA AZTECA PALETERIA,3018 W CERMAK RD,CHICAGO,IL,60623
2252755-20160816,2472799,"LA AZTECA PALETERIA, INC.",LA AZTECA PALETERIA,3018 W CERMAK RD,CHICAGO,IL,60623
2220888-20130227,2220888,"SNOUTS, INC.",BRAND BBQ MARKET,2824 W ARMITAGE AVE,CHICAGO,IL,60647
2211526-20150916,2416315,JUAN MONTOYA,FRUTYLAND,4610 N KEDZIE AVE 1,CHICAGO,IL,60625
2522651-20170614,2522651,"MEXI-TACOS, INC.","MEXI-TACOS, INC.",2300 S THROOP ST,CHICAGO,IL,60608
2270930-20130725,2270930,JENI'S - ILLINOIS LLC,JENI' S SPLENDID ICE CREAMS,324 N LEAVITT ST,CHICAGO,IL,60612
2256477-20130520,2256477,PANCHO' S ICE CREAM LLC,PANCHO' S ICE CREAM,4055 W 31ST ST 1ST,CHICAGO,IL,60623
2211466-20150916,2414797,"ISLA TROPICAL, INC.",ISLA TROPICAL,2335 N CICERO AVE,CHICAGO,IL,60639
2896159-20230808,2896159,TACOS 606 LLC,TACOS 606,135 N KEDZIE AVE,CHICAGO,IL,60612
2211381-20121229,2211381,LEONARDO LOPEZ,BAMBI,2051 W 47TH ST,CHICAGO,IL,60609
2245999-20130405,2245999,"PALETERIA OSO POLAR, INC.","PALETERIA OSO POLAR, INC",6538 N CLARK ST 1 1,CHICAGO,IL,60626
2246927-20130816,2268878,"PALETERIA OSO POLAR, INC.","PALETERIA OSO POLAR, INC.",5633 W DIVERSEY AVE 1ST,CHICAGO,IL,60639
2791393-20210611,2791393,THE LIFEWAY KEFIR SHOP LLC,The Lifeway Kefir Shop,6431  OAKTON ST,MORTON GROVE,IL,60053
2211514-20130316,2228533,"EFC RUSH IL, LLC",ELEAVEN FOOD COMPANY,54 E ONTARIO ST,CHICAGO,IL,60611
2483011-20171128,2483011,"AFTER HOURS PIZZA, LLC",BEAVERS COFFEE & DONUTS,131 N CLINTON ST,CHICAGO,IL,60661
2657982-20190419,2657982,THE HAPPY LOBSTER LLC,THE HAPPY LOBSTER,2300 S THROOP ST,CHICAGO,IL,60608
2211563-20150316,2378022,REYNA DE SABORES INC.,PALETERIA REINA DE SABORES,3015 W LAWRENCE AVE 1ST,CHICAGO,IL,60625
2442386-20160812,2442386,"EMMANUEL ICE CREAM & COFFE SHOP, INC.",EMANUEL ICE CREAM,1915 W 19TH ST,CHICAGO,IL,60608
2211322-20170316,2507511,RAFAEL MAGALLON,Paleteria Juarez,2215 S KEDZIE AVE  1ST,CHICAGO,IL,60623
2211327-20150316,2375525,RAFAEL MAGALLON,RAFAEL MAGALLON,2215 S KEDZIE AVE,CHICAGO,IL,60623
2211536-20121229,2211536,"PUEBLA ICE CREAM, INC.",PUEBLA ICE CREAM,4601 N ELSTON AVE 1,CHICAGO,IL,60630
2328468-20180616,2593535,KOKO'S GRILL LLC,BOB CHA,2300 S THROOP ST,CHICAGO,IL,60608
2647110-20210316,2770485,GORDO TAMALES INC.,GORDO'S TAMALES,2811 W 55TH ST,CHICAGO,IL,60632
2807980-20240216,2947280,UNCLE REMUS SFC 1 LLC,UNCLE REMUS,1900 N AUSTIN AVE,CHICAGO,IL,60639
2211291-20121229,2211291,"CARNITAS DON RAFA, INC.",CARNITAS DON RAFA INC,4619 S KEDZIE AVE 1ST,CHICAGO,IL,60632
2246417-20130816,2268875,"PALETERIA OSO POLAR, INC.",PALETERIA OSO POLAR,6538 N CLARK ST,CHICAGO,IL,60626
2256465-20170616,2527017,PANCHO' S ICE CREAM LLC,PANCHO' S ICE CREAM,4055 W 31ST ST 1ST,CHICAGO,IL,60623
2476454-20170516,2519762,FULTON CATERING CORP.,CARNIVALE FOOD TRUCK,2300 S THROOP ST 1ST,CHICAGO,IL,60608
2658758-20190523,2658758,CYNTHIA'S GUMBO EXPRESS INC.,CYNTHIA'S GUMBO EXPRESS,2300 S THROOP ST,CHICAGO,IL,60608
2359271-20210216,2765631,"FIRECAKES TRUCK ONE, LLC",FIRECAKES TRUCK,68 W HUBBARD ST,CHICAGO,IL,60654
2256465-20210616,2784043,PANCHO' S ICE CREAM LLC,PANCHO' S ICE CREAM,4055 W 31ST ST 1ST,CHICAGO,IL,60623
2252819-20160316,2443780,RAUL MARTINEZ,PALETERIA AYUTLA,2404 W 46TH PL,CHICAGO,IL,60632
2211462-20121229,2211462,"ISLA TROPICAL, INC.",ISLA TROPICAL,2335 N CICERO AVE,CHICAGO,IL,60639
2211564-20170316,2509701,REYNA DE SABORES INC.,PALETERIA REINA DE SABORES,3015 W LAWRENCE AVE 1ST,CHICAGO,IL,60625
2211587-20150316,2378036,"PALETERIA BELMONT, INC.",ARCO IRIS,2950 W BELMONT AVE 1 1,CHICAGO,IL,60618
2803474-20211124,2803474,VESSEL IL OPERATIONS LLC,Wendy's by REEF,135 N KEDZIE AVE,CHICAGO,IL,60612
2211385-20121229,2211385,LEONARDO LOPEZ,BAMBI,2051 W 47TH ST,CHICAGO,IL,60609
2379918-20150211,2379918,NEIGHBOR CAPITAL LLC,NEIGHBOR CAPITAL LLC,3511 W FILLMORE ST 1ST,CHICAGO,IL,60624
2246934-20150816,2409749,"PALETERIA OSO POLAR, INC.","PALETERIA OSO POLAR, INC.",5633 W DIVERSEY AVE 1ST,CHICAGO,IL,60639
2500986-20170112,2500986,"CARNITAS,CHELAS AND CHICAS COMPANY #11",PALETERIA Y NEVERIA LA MEXICANA YOGURT AND CHURRO SHOP LTD.,4171 S ARCHER AVE 1ST,CHICAGO,IL,60632
2103548-20110715,2103548,THE STOMACHS L.L.C.,MAMA GREEN'S GOURMET GOODIES,324 N LEAVITT ST 1 100,CHICAGO,IL,60612
2211459-20170916,2545465,"ISLA TROPICAL, INC.",ISLA TROPICAL,2335 N CICERO AVE,CHICAGO,IL,60639
2359800-20150721,2359800,GREATER CHICAGO FOOD DEPOSITORY,GREATER CHICAGO FOOD DEPOSITORY,4100 W ANN LURIE PL,CHICAGO,IL,60632
2405902-20210916,2801252,THE CAJUN CONNOISSEUR LLC,THE CAJUN CONNOISSEUR LLC,2300 S THROOP ST,CHICAGO,IL,60608
2211450-20121229,2211450,PAPA T'S ITALIANO,PAPA T'S ITALIANO,2843-2847 W 63RD ST,CHICAGO,IL,60629
2621227-20181026,2621227,LOUD MOUTH FOOD BIKES LLC,LOUD MOUTH FOOD BIKES,324 N LEAVITT ST,CHICAGO,IL,60612
2211456-20170916,2545462,"ISLA TROPICAL, INC.",ISLA TROPICAL,2335 N CICERO AVE,CHICAGO,IL,60639
2501125-20170207,2501125,"HAUTE & READY, LTD.",HAUTE & READY CATERING,324 N LEAVITT ST,CHICAGO,IL,60612
2536334-20170621,2536334,JOSE LUIS SALTO,PALETERIA LOS MAGOS,1700 W 19TH ST 1,CHICAGO,IL,60608
2482982-20170116,2498386,"POTBELLY SANDWICH WORKS, LLC",POTBELLY SANDWICH WORKS,2300 S THROOP ST,CHICAGO,IL,60608
2256474-20130520,2256474,PANCHO' S ICE CREAM LLC,PANCHO' S ICE CREAM,4055 W 31ST ST 1ST,CHICAGO,IL,60623
2536338-20170621,2536338,JOSE LUIS SALTO,PALETERIA LOS MAGOS,1700 W 19TH ST,CHICAGO,IL,60608
2476638-20180716,2599918,THE PIE PATCH LLC,THE PIE PATCH,3039 W FULLERTON AVE 29,CHICAGO,IL,60647
2506233-20170112,2506233,"CARNITAS,CHELAS AND CHICAS COMPANY #11",PALETERIA Y NEVERIA LA MEXICANA YOGURT AND CHURRO SHOP LTD,4171 S ARCHER AVE,CHICAGO,IL,60632
2256382-20170616,2527010,PANCHO' S ICE CREAM LLC,PANCHO' S ICE CREAM,4055 W 31ST ST 1ST,CHICAGO,IL,60623
2283281-20140417,2283281,CELIA MUNDO & ALEJANDRO MENDOZA,HELADOS MUNDOS,2637 S THROOP ST,CHICAGO,IL,60608
2211542-20151216,2430949,"PUEBLA ICE CREAM, INC.",PUEBLA ICE CREAM,4601 N ELSTON AVE 1ST,CHICAGO,IL,60630
2211327-20170316,2507516,RAFAEL MAGALLON,RAFAEL MAGALLON,2215 S KEDZIE AVE,CHICAGO,IL,60623
2109607-20110908,2109607,"CHICKPEA DELIGHTS, INC.",CHICKPEA DELIGHTS,324 N LEAVITT ST 1ST 100,CHICAGO,IL,60612
2211543-20140616,2324928,BOMBAY WRAPS CO.,BOMBAY WRAPS,122 N WELLS ST,CHICAGO,IL,60606
2211498-20160816,2473517,PALETERIA AZTECA INC.,PALETERIA AZTECA #2,3119 W CERMAK RD 1ST CART 15,CHICAGO,IL,60623
2211305-20150316,2375462,"PALETERIAS MONARCA, CORP.",PALETERIA MONARCA,6955 N CLARK ST,CHICAGO,IL,60626
2247010-20130417,2247010,"PALETERIA OSO POLAR, INC.","PALETERIA OSO POLAR, INC.",5633 W DIVERSEY AVE 1ST,CHICAGO,IL,60639
2397987-20150916,2416832,"PRIORITY ENERGY, LLC",PRIORITY ENERGY LLC,2535  WAUKEGAN RD,BANNOCKBURN,IL,60015
2641552-20190426,2641552,ERNESTO OZUNA,TAMALES Y RESTAURANT COSTA,10148 S EWING AVE,CHICAGO,IL,60617
2211512-20150416,2383283,THE MEATLOAF BAKERY LLC,THE MEATLOAF BAKERY,2464 N CLARK ST 1,CHICAGO,IL,60614
2211482-20170516,2520179,WOW BAO LLC,WOW BAO,175 W JACKSON BLVD 1ST,CHICAGO,IL,60604
2835881-20230720,2835881,"POPPIN DOUGH, LLC",POPPIN DOUGH,135 N KEDZIE AVE,CHICAGO,IL,60612
2279165-20151016,2422243,CHICAGO LUNCHBOX LLC,CHICAGO LUNCHBOX LLC,324 N LEAVITT ST,CHICAGO,IL,60612
2211488-20180816,2604719,PALETERIA AZTECA INC.,PALETERIA AZTECA #2,3119 W CERMAK RD 1ST CART 5,CHICAGO,IL,60623
2641557-20190426,2641557,ERNESTO OZUNA,TAMALES Y RESTAURANT COSTA,10148 S EWING AVE,CHICAGO,IL,60617
2225631-20130116,2225631,NEIGHBOR CAPITAL LLC,NEIGHBOR CAPITAL LLC,3060 W 26TH ST,CHICAGO,IL,60623
2256482-20150616,2396301,PANCHO' S ICE CREAM LLC,PANCHO' S ICE CREAM,4055 W 31ST ST 1ST,CHICAGO,IL,60623
2256390-20130520,2256390,PANCHO' S ICE CREAM LLC,PANCHO' S ICE CREAM,4055 W 31ST ST 1ST,CHICAGO,IL,60623
2658802-20211016,2805084,TACO MARIO'S LIMITED,TACO MARIO'S VIN#5B4HP42V443387077 PL#2621843VB,2300 S THROOP ST,CHICAGO,IL,60608
2385750-20150515,2385750,ANDRES QUILES ROJAS,MR. QUILES MEXICAN FOOD #2,2300 S THROOP ST,CHICAGO,IL,60608
2476454-20161014,2476454,FULTON CATERING CORP.,CARNIVALE FOOD TRUCK,2300 S THROOP ST 1ST,CHICAGO,IL,60608
2211332-20130316,2226273,RAFAEL MAGALLON,RAFAEL MAGALLON,2215 S KEDZIE AVE,CHICAGO,IL,60623
2256386-20150616,2396284,PANCHO' S ICE CREAM LLC,PANCHO' S ICE CREAM,4055 W 31ST ST 1ST,CHICAGO,IL,60623
2211442-20121229,2211442,PAPA T'S ITALIANO,PAPA T'S ITALIANO,2843 - 2847 W 63RD ST,CHICAGO,IL,60629
2501800-20170228,2501800,Chicago Scoops LLC,COLD STONE CREAMERY #20658,20 W OHIO ST 1ST,CHICAGO,IL,60654
2516653-20170406,2516653,LITTLE LULU'S ITALIAN ICE INC.,LITTLE LULU'S ITALIAN ICE INC.,9416 W IRVING PARK RD,SCHILLER PARK,IL,60176
2211294-20150316,2375451,"PALETERIAS MONARCA, CORP.",PALETERIA MONARCA,6955 N CLARK ST,CHICAGO,IL,60626
2211371-20160416,2447976,LEONARDO LOPEZ,BAMBI,2051 W 47TH ST,CHICAGO,IL,60609
2211526-20121229,2211526,JUAN MONTOYA,FRUTYLAND,4610 N KEDZIE AVE 1,CHICAGO,IL,60625
2483123-20180216,2573732,Damen Ave Stans LLC,STANS DONUTS,2800 N CLARK ST,CHICAGO,IL,60657
2211295-20150316,2375452,"PALETERIAS MONARCA, CORP.",PALETERIA MONARCA,6955 N CLARK ST,CHICAGO,IL,60626
2211625-20121229,2211625,GREGORY EUGENE BURKE JR.,CHICAGO SCHNITZEL KING,324 N LEAVITT ST 1 1,CHICAGO,IL,60612
2384856-20231116,2932229,"CAP B, INC.",HAROLD' S CHICKEN # 55,2300 S THROOP ST 1ST,CHICAGO,IL,60608
2211452-20121229,2211452,STEVE THOMAS,STEVE'S 77 ICE CREAM,5350 W 38TH ST,CICERO,IL,60804
2211593-20170316,2509723,"PALETERIA BELMONT, INC.",ARCO IRIS,2950 W BELMONT AVE 1 1,CHICAGO,IL,60618
2278242-20151116,2427100,"GINO'S STEAKS TRUCK, LLC",GINO'S STEAKS TRUCK,2300 S THROOP ST,CHICAGO,IL,60608
2211660-20121229,2211660,FRANCISCO PEREZ,BUMBLE BEE'S ICE CREAM,4825 W ARTHINGTON ST,CHICAGO,IL,60644
2211322-20150316,2375520,RAFAEL MAGALLON,Paleteria Juarez,2215 S KEDZIE AVE  1ST,CHICAGO,IL,60623
2483225-20160914,2483225,"ERNESTINE'S PRODUCE STAND, INC.","ERNESTINE'S PRODUCE STAND, INC.",31 N MICHIGAN AVE,CHICAGO,IL,60602
2500662-20170105,2500662,LA CHAPARRITA INC.,TAMALES EMMA LA CHAPARRITA,2500 S WHIPPLE ST 1,CHICAGO,IL,60623
2211537-20121229,2211537,"PUEBLA ICE CREAM, INC.",PUEBLA ICE CREAM,4601 N ELSTON AVE 1,CHICAGO,IL,60630
2271575-20170216,2505405,RAMON TORRES III,AZTEC DAVE'S FOOD TRUCK,2300 S THROOP ST,CHICAGO,IL,60608
2264042-20140316,2307136,RAY'S ISLAND GRILL LLC,RAY'S ISLAND GRILL,2645 W 63RD ST,CHICAGO,IL,60629
2211591-20170316,2509715,"PALETERIA BELMONT, INC.",ARCO IRIS,2950 W BELMONT AVE 1 1,CHICAGO,IL,60618
2252825-20140316,2314986,RAUL MARTINEZ,PALETERIA AYUTLA,2404 W 46TH PL,CHICAGO,IL,60632
2428508-20170716,2532958,ANDRES QUILES ROJAS,MR QUILES MEXICAN FOOD #4,2300 S THROOP ST,CHICAGO,IL,60608
2595260-20180529,2595260,AURORA VILLAGANA / JOSE SANCHEZ,SANCHEZ CATERING,1204 W 36TH PL,CHICAGO,IL,60609
2211377-20121229,2211377,LEONARDO LOPEZ,BAMBI,2051 W 47TH ST,CHICAGO,IL,60609
2211409-20121229,2211409,MARIA O MORENO,PALETERIA ALEX,5420 W FULLERTON AVE,CHICAGO,IL,60639
1681031-20111016,2111446,PAPA T'S ITALIANO,PAPA T'S ITALIANO,2843-2847 W 63RD ST,CHICAGO,IL,60629
2470587-20190316,2645599,LA HUMITA ON WHEELS INC.,LA HUMITA ON WHEELS,2300 S THROOP ST 1,CHICAGO,IL,60608
2602212-20180626,2602212,"PUEBLA ICE CREAM, INC.",PUEBLA ICE CREAM,4221 N KEDZIE AVE,CHICAGO,IL,60618
2211326-20150316,2375524,RAFAEL MAGALLON,RAFAEL MAGALLON,2215 S KEDZIE AVE,CHICAGO,IL,60623
2418143-20160812,2418143,"EMMANUEL ICE CREAM & COFFE SHOP, INC.",EMMANUEL ICE CREAM,1915 W 19TH ST,CHICAGO,IL,60608
2252817-20140316,2314972,RAUL MARTINEZ,PALETERIA AYUTLA,2404 W 46TH PL,CHICAGO,IL,60632
2664925-20190619,2664925,"RIOPUNKS, LLC",GORDO'S HOMEMADE ICE CREAM BARS,729 S DEARBORN ST,CHICAGO,IL,60605
2252759-,2252759,"LA AZTECA PALETERIA, INC.",LA AZTECA PALETERIA,3018 W CERMAK RD,CHICAGO,IL,60623
2211531-20121229,2211531,JUAN MONTOYA,FRUTYLAND,4610 N KEDZIE AVE 1,CHICAGO,IL,60625
2211416-20121229,2211416,JOSE LOPEZ,PALETERIA JALISCO,4219 N KEDZIE AVE,CHICAGO,IL,60618
2211539-20121229,2211539,"PUEBLA ICE CREAM, INC.",PUEBLA ICE CREAM,4601 N ELSTON AVE 1,CHICAGO,IL,60630
2211380-20121229,2211380,LEONARDO LOPEZ,BAMBI,2051 W 47TH ST,CHICAGO,IL,60609
2708668-20220216,2825836,TAQUERIA LOS PATRONCITOS CO.,LA PATRONA,3233-3237 W CERMAK RD 1,CHICAGO,IL,60623
2822867-20220110,2822867,VESSEL IL OPERATIONS LLC,Wendy's Reef Kitchens,135 N KEDZIE AVE,CHICAGO,IL,60612
2211379-20121229,2211379,LEONARDO LOPEZ,BAMBI,2051 W 47TH ST,CHICAGO,IL,60609
2689771-20230916,2877055,PERK UP INC.,DA PIZZA DUDE,2300 S THROOP ST,CHICAGO,IL,60608
2252829-,2252829,RAUL MARTINEZ,PALETERIA AYUTLA,2404 W 46TH PL,CHICAGO,IL,60632
2252832-20160316,2443787,RAUL MARTINEZ,PALETERIA AYUTLA,2404 W 46TH PL,CHICAGO,IL,60632
2220008-20150816,2410224,"DELICIOUS DEEP FREEZE, LLC",DIPPIN' DOTS ICE CREAM,324 N LEAVITT ST,CHICAGO,IL,60612
2269632-20160516,2455854,"INTERNATIONAL ORANGE, LLC",DOUGHNUT VAULT,228-230 W KINZIE ST,CHICAGO,IL,60654
2256507-20190516,2656239,JUST DESSERTS 4 YOU - MS. TITTLE'S CUPCAKES CORP.,MS. TITTLE'S CUPCAKES,324 N LEAVITT ST 1ST 100,CHICAGO,IL,60612
2835786-20220502,2835786,"ONTARIO & CASS, L.L.C.",INDIAN GARDEN,2300 S THROOP ST,CHICAGO,IL,60608
2506221-20170112,2506221,"CARNITAS,CHELAS AND CHICAS COMPANY #11",PALETERIA Y NEVERIA LA MEXICANA YOGURT AND CHURRO SHOP LTD,4171 S ARCHER AVE,CHICAGO,IL,60632
2658515-20190401,2658515,ELIZABETH EPORA ABUNAW,FORTY ACRES FRESH MARKET,1510 W GRAND AVE  2W,CHICAGO,IL,60642
2252807-20140316,2314990,RAUL MARTINEZ,PALETERIA AYUTLA,2404 W 46TH PL,CHICAGO,IL,60632
2341775-20140807,2341775,"GIGUNDA GROUP, INC.",BEN & JERRY'S ICE CREAM,2637 S THROOP ST,CHICAGO,IL,60608
2564875-20200616,2723970,"LAWRENCE'S FISHERIES, INC.",LAWRENCE'S FISH & SHRIMP,2300 S THROOP ST,CHICAGO,IL,60608
2589581-20180417,2589581,ILDEFONSO ESCAMILLA,TACOS LEGADO POBLANO,2300 S THROOP ST,CHICAGO,IL,60608
2957200-20240411,2957200,MILK AND HONEY EATS LLC,COMMUNITY CREAMERY,3335 S JUSTINE ST,CHICAGO,IL,60608
2211292-20150316,2375449,"PALETERIAS MONARCA, CORP.",PALETERIA MONIARCAS,6955 N CLARK ST,CHICAGO,IL,60626
2694910-20210716,2790966,VESSEL IL OPERATIONS LLC,REEF KITCHENS,135 N KEDZIE AVE,CHICAGO,IL,60612
2211328-20170316,2507517,RAFAEL MAGALLON,RAFAEL MAGALLON,2215 S KEDZIE AVE,CHICAGO,IL,60623
2781501-20210714,2781501,VESSEL IL OPERATIONS LLC,REEF KITCHENS,135 N KEDZIE AVE,CHICAGO,IL,60612
2247010-20150816,2409751,"PALETERIA OSO POLAR, INC.","PALETERIA OSO POLAR, INC.",5633 W DIVERSEY AVE 1ST,CHICAGO,IL,60639
2211293-20130316,2226173,"PALETERIAS MONARCA, CORP.",PALETERIA MONARCA,6955 N CLARK ST,CHICAGO,IL,60626
2827287-20220309,2827287,ALEX'S CATERING CORP,ALEX CATERING,1204 W 36TH PL,CHICAGO,IL,60609
2856459-20220914,2856459,ALL BELGIUM LLC,ALL BELGIUM,135 N KEDZIE AVE,CHICAGO,IL,60612
2294407-20131127,2294407,EDGAR MARTINEZ,PALETERIA LA MORELIA,3108 W CERMAK RD,CHICAGO,IL,60623
2211297-20150316,2375454,"PALETERIAS MONARCA, CORP.",PALETERIA MONARCA,6955 N CLARK ST,CHICAGO,IL,60626
2211301-20170316,2507458,"PALETERIAS MONARCA, CORP.",PALETERIA MONARCA,6855 N CLARK ST,CHICAGO,IL,60626
2114710-20110929,2114710,"TWO ITALIANS DELI & PIZZERIA, INC.","TWO ITALIANS DELI & PIZZERIA, INC.",324 N LEAVITT ST 2,CHICAGO,IL,60612
2245954-20130405,2245954,"PALETERIA OSO POLAR, INC.",PALETERIA OSO POLAR II,6538 N CLARK ST 1 1,CHICAGO,IL,60626
2245997-20170816,2540132,"PALETERIA OSO POLAR, INC.","PALETERIA OSO POLAR, INC",6538 N CLARK ST,CHICAGO,IL,60626
2575296-20180302,2575296,JERRY SERNEIK,A TEAM SERVICES,1204 W 36TH PL,CHICAGO,IL,60609
21307-20110516,2085896,"PARS ICE CREAM CO, INC.","PARS ICE CREAM CO, INC.",4825 W ARTHINGTON ST,CHICAGO,IL,60644
21314-20110516,2085901,"PARS ICE CREAM CO, INC.",PARS ICE CREAM CO. INC.,4825 W ARTHINGTON ST,CHICAGO,IL,60644
2252754-20180816,2604148,"LA AZTECA PALETERIA, INC.",LA AZTECA PALETERIA,3018 W CERMAK RD,CHICAGO,IL,60623
2451375-20200216,2705498,STEVE THOMAS,STEVE'S 77 ICE CREAM,7451 W 100TH PL,BRIDGEVIEW,IL,60455
21310-20110516,2085898,"PARS ICE CREAM CO, INC.","PARS ICECREAM CO, INC",4825 W ARTHINGTON ST,CHICAGO,IL,60644
2211464-20170916,2545470,"ISLA TROPICAL, INC.",ISLA TROPICAL,2335 N CICERO AVE,CHICAGO,IL,60639
2211463-20130916,2274181,"ISLA TROPICAL, INC.",ISLA TROPICAL,2335 N CICERO AVE,CHICAGO,IL,60639
2245999-20130816,2268874,"PALETERIA OSO POLAR, INC.","PALETERIA OSO POLAR, INC",6538 N CLARK ST 1 1,CHICAGO,IL,60626
2245335-20130319,2245335,TAMALLI SPACE CHARROS LLC,TAMALLI SPACE CHARROS LLC,324 N LEAVITT ST 1,CHICAGO,IL,60612
2220948-20130502,2220948,"THE FAT SHALLOT, LLC","THE FAT SHALLOT, LLC",2300 S THROOP ST,CHICAGO,IL,60608
2327827-20140522,2327827,CELIA MUNDO & ALEJANDRO MENDOZA,HELADOS MUNDOS,2637 S THROOP ST,CHICAGO,IL,60608
2840805-20220915,2840805,THE GILTY PIG LLC,THE GILTY PIG,135 N KEDZIE AVE,CHICAGO,IL,60612
2817884-20220728,2817884,CAZARES-ALVARADO LLC,ROJO VERDE ANTOJITOS MEXICANOS,2300 S THROOP ST,CHICAGO,IL,60608
2211531-20130916,2276313,JUAN MONTOYA,FRUTYLAND,4610 N KEDZIE AVE 1,CHICAGO,IL,60625
2835847-20240123,2835847,MARIA G. NAVARRO,PALETERIA COCKTAILS TROPICALES,4282 S ARCHER AVE 1,CHICAGO,IL,60632
2867953-20230322,2867953,"ME-GA CARNITAS TACO TRUCK, INC.",ME-GA CARNITAS TACO TRUCK,2300 S THROOP ST,CHICAGO,IL,60608
2856758-20230119,2856758,"FLORBENDER MIDDLE EAST FAST GRILLED FOOD, INC.","FLORBENDER MIDDLE EAST FAST GRILLED FOOD, INC",135 N KEDZIE AVE,CHICAGO,IL,60612
1476473-20120116,2126008,THUNDERBIRD CATERING CO.,THUNDERBIRD CATERING,1204 W 36TH PL,CHICAGO,IL,60609
2247012-20130816,2268885,"PALETERIA OSO POLAR, INC.","PALETERIA OSO POLAR, INC.",5633 W DIVERSEY AVE 1ST,CHICAGO,IL,60639
2252829-20140316,2314985,RAUL MARTINEZ,PALETERIA AYUTLA,2404 W 46TH PL,CHICAGO,IL,60632
2551155-20180531,2551155,"PT OPCO, LLC",PINK TACO,2300 S THROOP ST,CHICAGO,IL,60608
2211585-20130316,2229036,"PALETERIA BELMONT, INC.",ARCO IRIS,2950 W BELMONT AVE 1 1,CHICAGO,IL,60618
2211530-20130916,2276312,JUAN MONTOYA,FRUTYLAND,4610 N KEDZIE AVE 1,CHICAGO,IL,60625
2506211-20170112,2506211,"CARNITAS,CHELAS AND CHICAS COMPANY #11",PALETERIA Y NEVERIA LA MEXICANA YOGURT AND CHURRO SHOP LTD.,4171 S ARCHER AVE,CHICAGO,IL,60632
2307930-20140409,2307930,"PIEROGI WAGON, LLC",PIEROGI STREET,324 N LEAVITT ST,CHICAGO,IL,60612
2314205-20140311,2314205,NEIGHBOR CAPITAL LLC,Neighbor Capital,2581 S HAMLIN AVE,CHICAGO,IL,60623
2397751-20150818,2397751,"GROWING POWER, INC.","GROWING POWER, INC.",748 W 61ST ST,CHICAGO,IL,60621
2211651-20121229,2211651,"MARJONES, LLC",CHISCREAM,324 N LEAVITT ST 1 1,CHICAGO,IL,60612
2850416-20220817,2850416,LOLA'S CONEY ISLAND LLC,LOLA'S CONEY ISLAND LLC,135 N KEDZIE AVE,CHICAGO,IL,60612
2211489-20200816,2735279,PALETERIA AZTECA INC.,PALETERIA AZTECA #2,3119 W CERMAK RD 1ST CART 6,CHICAGO,IL,60623
2288837-20140613,2288837,PNK CORPORATION,CHITOWN CHOW DOWN,324 N LEAVITT ST,CHICAGO,IL,60612
2252767-,2252767,"LA AZTECA PALETERIA, INC.",LA AZTECA PALETERIA,3018 W CERMAK RD,CHICAGO,IL,60623
2256485-20150616,2396302,PANCHO' S ICE CREAM LLC,PANCHO' S ICE CREAM,4055 W 31ST ST 1ST,CHICAGO,IL,60623
2271575-20150305,2271575,RAMON TORRES III,AZTEC DAVE'S FOOD TRUCK,2300 S THROOP ST,CHICAGO,IL,60608
2245335-20180916,2613492,TAMALLI SPACE CHARROS LLC,TAMALLI SPACE CHARROS LLC,324 N LEAVITT ST 1,CHICAGO,IL,60612
2256371-20210616,2784037,PANCHO' S ICE CREAM LLC,PANCHO' S ICE CREAM,4055 W 31ST ST 1ST,CHICAGO,IL,60623
2808716-20220512,2808716,"LIL BUDDY'S, INC.",LIL BUDDY'S INC,2300 S THROOP ST,CHICAGO,IL,60608
2252832-,2252832,RAUL MARTINEZ,PALETERIA AYUTLA,2404 W 46TH PL,CHICAGO,IL,60632
2211658-20121229,2211658,ICE CUBED LLC,ICE CUBED LLC,1509 - 1511 W LAWRENCE AVE 1ST,CHICAGO,IL,60640
2256468-20190616,2670617,PANCHO' S ICE CREAM LLC,PANCHO' S ICE CREAM,4055 W 31ST ST 1ST,CHICAGO,IL,60623
2163957-20120710,2163957,FRANCISCO PEREZ,BUMBLE BEE'S ICE CREAM,4825 W ARTHINGTON ST,CHICAGO,IL,60644
2522651-20230616,2904768,"MEXI-TACOS, INC.","MEXI-TACOS, INC.",2300 S THROOP ST,CHICAGO,IL,60608
2220948-20190516,2656004,"THE FAT SHALLOT, LLC","THE FAT SHALLOT, LLC",2300 S THROOP ST,CHICAGO,IL,60608
2211521-20160916,2481301,FLIRTY CUPCAKES LLC,FLIRTY CUPCAKES,1030 W TAYLOR ST,CHICAGO,IL,60607
2385445-20170316,2510440,"PALETERIA CARRUCEL,INC.",PALETERIA CARRUCEL,6317 W GRAND AVE,CHICAGO,IL,60639
2211529-20121229,2211529,JUAN MONTOYA,FRUTYLAND,4610 N KEDZIE AVE 1,CHICAGO,IL,60625
2451374-20180216,2571477,STEVE THOMAS,STEVE'S 77 ICE CREAM,7451 W 100TH PL,BRIDGEVIEW,IL,60455
2146262-20120626,2146262,SETH KWASI NYARKO,PALACE GATE AFRICA RESTAURANT,4548 N MAGNOLIA AVE 1ST,CHICAGO,IL,60640
